11.4    12
9.8 9.8
10  10
11.4    8
5   16
12  12
12  12
9.7 13.3
9.8 12.6
10  11
13.5    16
8.9 10
16  14
13.3  13.3
13  13
10.8    9.8
10  12
10   12
13  12
11  11
15  11
23.7    14
13.3    13.3
9  7
9    10.5
8  12
8.6 12
14  16
9.5 11
13.5    12
10  10
15  12
