0   5
1   10
2   10
3   10
4   10
5   10
6   10
7   5
8   10
9   5
10  10
11  10
12  10
13  10
14  20
15  10
16  10
17  10
18  10
19  5
20  10
21  10
22  10
23  15
24  10
25  5
26  10
27  10
28  10
29  5
30  10
31  10
32  10
33  10
34  10
35  10
36  127
37  10
38  20
39  15
40  10
41  20
42  10
43  10
44  10
45  10
46  10
47  5
48  10
49  15
50  10
51  10
52  15
53  20
54  15
55  10
56  10
57  15
58  10
59  5
60  5
61  7
62  10
