0,622.095701,111.968299,111.896508,4.008908
1,572.511840,99.076606,98.995468,4.008908
2,564.442465,94.974590,94.889944,4.008908
3,592.290105,97.930704,97.848615,4.008908
4,587.922598,97.075497,96.992684,4.008908
5,597.955002,100.704724,100.624897,4.008908
6,598.638598,100.985338,100.905734,4.008908
7,667.384537,117.542593,117.474209,4.008908
8,601.522183,100.325005,100.244877,4.008908
9,539.778593,89.682879,89.593233,4.008908
10,551.729365,92.909857,92.823328,4.008908
11,514.041463,85.311749,85.217505,4.008908
12,545.005894,90.274916,90.185859,4.008908
13,561.569620,92.806384,92.719758,4.008908
14,558.367545,87.857699,87.766189,4.008908
15,663.077767,109.583705,109.510352,4.008908
16,551.238313,93.300179,93.214012,4.008908
17,486.538095,81.743207,81.644844,4.008908
18,496.247449,83.535531,83.439281,4.008908
19,551.071283,93.868119,93.782474,4.008908
20,559.849092,92.528677,92.441791,4.008908
21,544.238879,90.700829,90.612190,4.008908
22,546.396574,92.096971,92.009677,4.008908
23,605.558535,103.144692,103.066756,4.008908
24,514.704343,89.591760,89.502023,4.008908
25,465.682283,79.561267,79.460203,4.008908
26,459.035023,81.493304,81.394639,4.008908
27,534.365591,95.378911,95.294624,4.008908
28,523.190474,90.891213,90.802760,4.008908
29,519.222476,88.569074,88.478300,4.008908
30,539.384074,90.088969,89.999728,4.008908
31,573.164544,97.899977,97.817863,4.008908
32,483.785058,84.980039,84.885427,4.008908
33,463.749838,79.714438,79.613569,4.008908
34,475.526077,82.607312,82.509979,4.008908
35,526.634861,92.818618,92.732004,4.008908
36,531.930782,89.770111,89.680552,4.008908
37,521.005481,88.016774,87.925430,4.008908
38,511.274513,83.482410,83.386098,4.008908
39,558.882276,95.161424,95.076944,4.008908
40,446.468885,80.398458,80.298448,4.008908
41,400.039322,69.089633,68.973227,4.008908
42,426.229971,74.330963,74.222778,4.008908
43,501.232290,86.592057,86.499208,4.008908
44,503.670902,83.646328,83.550206,4.008908
45,501.828799,85.116658,85.022198,4.008908
46,491.865526,85.449578,85.355486,4.008908
47,525.002704,94.167749,94.082377,4.008908
48,396.424612,69.878527,69.763438,4.008908
49,391.445480,69.293585,69.177522,4.008908
50,424.640534,74.531800,74.423907,4.008908
51,417.736326,73.951325,73.842583,4.008908
52,432.622874,74.542230,74.434352,4.008908
53,460.979904,79.228207,79.126718,4.008908
54,433.978407,72.067853,71.956265,4.008908
55,510.533186,88.817869,88.727349,4.008908
56,490.153546,92.583440,92.496605,4.008908
57,417.150328,80.763469,80.663912,4.008908
58,426.191250,76.328822,76.223472,4.008908
59,455.798817,80.303613,80.203485,4.008908
60,490.477146,89.251872,89.161793,4.008908
61,470.052856,88.571311,88.480539,4.008908
62,469.902138,81.583574,81.485019,4.008908
63,491.875433,94.304032,94.218783,4.008908
64,664.990664,124.532389,124.467846,4.008908
65,560.334726,104.188329,104.111174,4.008908
66,556.027609,108.484940,108.410843,4.008908
67,723.592225,135.788929,135.729739,4.008908
68,738.701780,132.353951,132.293223,4.008908
69,688.197997,123.872151,123.807263,4.008908
70,552.553983,98.663292,98.581813,4.008908
71,615.873753,113.875161,113.804573,4.008908
72,622.224676,111.920084,111.848262,4.008908
73,487.678712,85.116915,85.022455,4.008908
74,459.913815,82.584143,82.486783,4.008908
75,518.645741,92.899623,92.813085,4.008908
76,521.172817,96.821642,96.738612,4.008908
77,507.489212,88.287216,88.196151,4.008908
78,431.561782,79.360749,79.259429,4.008908
79,455.371526,87.633494,87.541749,4.008908
80,532.265259,102.111562,102.032837,4.008908
81,463.842275,76.657372,76.552475,4.008908
82,420.210813,76.337339,76.232001,4.008908
83,465.881954,82.633953,82.536651,4.008908
84,420.936982,75.388241,75.281575,4.008908
85,426.795183,77.308596,77.204583,4.008908
86,381.961388,68.489900,68.372473,4.008908
87,424.716405,76.514720,76.409627,4.008908
88,473.420381,84.892185,84.797475,4.008908
89,421.061327,75.263943,75.157100,4.008908
90,402.675428,75.158219,75.051226,4.008908
91,389.860806,73.914739,73.805944,4.008908
92,374.682007,69.993278,69.878377,4.008908
93,379.470272,68.578095,68.460819,4.008908
94,352.415849,65.264966,65.141726,4.008908
95,373.386470,67.198361,67.078674,4.008908
96,496.732354,91.002945,90.914601,4.008908
97,438.968012,80.824455,80.724973,4.008908
98,423.167228,78.734113,78.631986,4.008908
99,406.965369,77.773905,77.670516,4.008908
100,391.100883,73.164717,73.054805,4.008908
101,394.841323,72.355026,72.243882,4.008908
102,345.507416,62.769859,62.641710,4.008908
103,368.638062,65.191827,65.068448,4.008908
104,525.607154,95.378061,95.293773,4.008908
105,484.486394,92.090297,92.002997,4.008908
106,440.132966,82.987712,82.890826,4.008908
107,449.324162,87.184221,87.092004,4.008908
108,439.858698,82.865672,82.768643,4.008908
109,386.680003,69.492428,69.376698,4.008908
110,395.720791,73.181727,73.071840,4.008908
111,389.027658,69.481465,69.365717,4.008908
112,603.210594,113.475617,113.404781,4.008908
113,514.855259,93.559398,93.473470,4.008908
114,499.069299,90.042689,89.953402,4.008908
115,528.369021,96.976072,96.893174,4.008908
116,585.308380,109.483355,109.409935,4.008908
117,553.413333,99.368244,99.287344,4.008908
118,443.948445,84.813236,84.718437,4.008908
119,447.458313,85.220396,85.126051,4.008908
120,713.866331,136.770359,136.711594,4.008908
121,663.506956,121.370254,121.304028,4.008908
122,655.423142,122.003302,121.937420,4.008908
123,819.480910,154.074506,154.022343,4.008908
124,916.212823,163.801929,163.752864,4.008908
125,779.182437,149.942315,149.888713,4.008908
126,566.326511,116.740136,116.671281,4.008908
127,572.324261,111.098296,111.025943,4.008908
128,736.505344,142.139189,142.082644,4.008908
129,619.033488,117.961359,117.893218,4.008908
130,567.483581,107.465528,107.390728,4.008908
131,643.407463,131.453131,131.391987,4.008908
132,678.759894,132.012772,131.951888,4.008908
133,586.432333,111.548976,111.476916,4.008908
134,541.116378,97.105371,97.022584,4.008908
135,607.197099,112.341474,112.269922,4.008908
136,591.710482,114.834264,114.764267,4.008908
137,470.204920,81.208870,81.109859,4.008908
138,429.139008,79.240335,79.138862,4.008908
139,503.141995,92.085734,91.998430,4.008908
140,498.935330,91.176727,91.088552,4.008908
141,443.496638,82.265664,82.167926,4.008908
142,401.479029,73.749624,73.640585,4.008908
143,512.853607,97.407247,97.324717,4.008908
144,570.268016,114.188772,114.118379,4.008908
145,441.211672,82.383691,82.286094,4.008908
146,430.034909,77.167190,77.062986,4.008908
147,464.399803,88.429574,88.338656,4.008908
148,430.125193,85.302794,85.208540,4.008908
149,390.978497,69.077608,68.961182,4.008908
150,371.974417,64.856044,64.732025,4.008908
151,493.614221,96.290794,96.207305,4.008908
152,544.591623,104.321787,104.244731,4.008908
153,445.459736,82.238432,82.140662,4.008908
154,414.383066,77.632490,77.528912,4.008908
155,392.541045,72.413037,72.301982,4.008908
156,351.574350,64.030236,63.904615,4.008908
157,369.429414,67.598005,67.479026,4.008908
158,373.561238,65.196013,65.072642,4.008908
159,476.052185,86.389119,86.296052,4.008908
160,584.989171,118.802401,118.734743,4.008908
161,464.102387,82.867977,82.770951,4.008908
162,425.489091,76.159336,76.053752,4.008908
163,393.435937,71.372063,71.259386,4.008908
164,372.199983,68.827852,68.711003,4.008908
165,371.301572,64.355979,64.230995,4.008908
